Descripcion;Importe;Tipo;Categoria
movimiento proveedor habitual Mejoras del hogar;282.76;2;Mejoras del hogar
factura proveedor habitual Mejoras del hogar;176.27;2;Mejoras del hogar
cargo servicio online Mejoras del hogar;137.86;2;Mejoras del hogar
factura comercio local Mejoras del hogar;224.50;2;Mejoras del hogar
movimiento proveedor habitual Mejoras del hogar;213.87;2;Mejoras del hogar
pago tarjeta proveedor habitual Mejoras del hogar;71.69;2;Mejoras del hogar
movimiento comercio local Mejoras del hogar;332.60;2;Mejoras del hogar
cargo servicio online Mejoras del hogar;115.43;2;Mejoras del hogar
cargo servicio online Mejoras del hogar;329.67;2;Mejoras del hogar
factura comercio local Mejoras del hogar;25.30;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;111.10;2;Mejoras del hogar
factura proveedor habitual Mejoras del hogar;130.73;2;Mejoras del hogar
ticket comercio local Mejoras del hogar;69.37;2;Mejoras del hogar
ticket comercio local Mejoras del hogar;78.10;2;Mejoras del hogar
compra comercio local Mejoras del hogar;181.63;2;Mejoras del hogar
factura comercio local Mejoras del hogar;99.05;2;Mejoras del hogar
ticket servicio online Mejoras del hogar;106.57;2;Mejoras del hogar
compra servicio online Mejoras del hogar;312.81;2;Mejoras del hogar
movimiento proveedor habitual Mejoras del hogar;190.70;2;Mejoras del hogar
cargo servicio online Mejoras del hogar;306.59;2;Mejoras del hogar
factura comercio local Mejoras del hogar;222.42;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;43.65;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;177.64;2;Mejoras del hogar
cargo comercio local Mejoras del hogar;31.33;2;Mejoras del hogar
compra comercio local Mejoras del hogar;289.82;2;Mejoras del hogar
compra proveedor habitual Mejoras del hogar;50.98;2;Mejoras del hogar
factura comercio local Mejoras del hogar;181.49;2;Mejoras del hogar
ticket servicio online Mejoras del hogar;303.63;2;Mejoras del hogar
compra comercio local Mejoras del hogar;262.99;2;Mejoras del hogar
ticket proveedor habitual Mejoras del hogar;299.81;2;Mejoras del hogar
factura servicio online Mejoras del hogar;170.88;2;Mejoras del hogar
compra comercio local Mejoras del hogar;104.64;2;Mejoras del hogar
cargo proveedor habitual Mejoras del hogar;164.53;2;Mejoras del hogar
compra proveedor habitual Mejoras del hogar;158.39;2;Mejoras del hogar
factura servicio online Mejoras del hogar;233.58;2;Mejoras del hogar
pago tarjeta servicio online Mejoras del hogar;44.35;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;165.70;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;231.40;2;Mejoras del hogar
movimiento comercio local Mejoras del hogar;138.54;2;Mejoras del hogar
compra comercio local Mejoras del hogar;225.63;2;Mejoras del hogar
ticket proveedor habitual Mejoras del hogar;12.65;2;Mejoras del hogar
movimiento proveedor habitual Mejoras del hogar;272.98;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;13.07;2;Mejoras del hogar
cargo proveedor habitual Mejoras del hogar;73.12;2;Mejoras del hogar
cargo comercio local Mejoras del hogar;97.76;2;Mejoras del hogar
movimiento comercio local Mejoras del hogar;321.52;2;Mejoras del hogar
cargo comercio local Mejoras del hogar;37.66;2;Mejoras del hogar
movimiento servicio online Mejoras del hogar;245.43;2;Mejoras del hogar
compra servicio online Mejoras del hogar;182.02;2;Mejoras del hogar
pago tarjeta servicio online Mejoras del hogar;158.11;2;Mejoras del hogar
ticket comercio local Mejoras del hogar;340.69;2;Mejoras del hogar
factura proveedor habitual Mejoras del hogar;39.98;2;Mejoras del hogar
movimiento proveedor habitual Mejoras del hogar;320.56;2;Mejoras del hogar
pago tarjeta proveedor habitual Mejoras del hogar;290.92;2;Mejoras del hogar
pago tarjeta comercio local Mejoras del hogar;271.14;2;Mejoras del hogar
movimiento proveedor habitual Mejoras del hogar;164.73;2;Mejoras del hogar
cargo servicio online Mejoras del hogar;233.39;2;Mejoras del hogar
ticket servicio online Muebles e interior;183.76;2;Muebles e interior
movimiento proveedor habitual Muebles e interior;292.78;2;Muebles e interior
ticket servicio online Muebles e interior;238.04;2;Muebles e interior
movimiento servicio online Muebles e interior;12.55;2;Muebles e interior
movimiento proveedor habitual Muebles e interior;187.16;2;Muebles e interior
movimiento comercio local Muebles e interior;87.58;2;Muebles e interior
compra proveedor habitual Muebles e interior;279.50;2;Muebles e interior
factura servicio online Muebles e interior;79.53;2;Muebles e interior
cargo servicio online Muebles e interior;94.53;2;Muebles e interior
pago tarjeta comercio local Muebles e interior;128.67;2;Muebles e interior
cargo servicio online Muebles e interior;174.78;2;Muebles e interior
factura comercio local Muebles e interior;213.99;2;Muebles e interior
ticket comercio local Muebles e interior;349.49;2;Muebles e interior
compra proveedor habitual Muebles e interior;232.46;2;Muebles e interior
movimiento proveedor habitual Muebles e interior;243.69;2;Muebles e interior
ticket servicio online Muebles e interior;152.34;2;Muebles e interior
compra comercio local Muebles e interior;286.15;2;Muebles e interior
factura comercio local Muebles e interior;161.27;2;Muebles e interior
ticket proveedor habitual Muebles e interior;267.18;2;Muebles e interior
ticket servicio online Muebles e interior;239.62;2;Muebles e interior
movimiento servicio online Muebles e interior;170.24;2;Muebles e interior
movimiento comercio local Muebles e interior;271.18;2;Muebles e interior
factura proveedor habitual Muebles e interior;275.47;2;Muebles e interior
ticket proveedor habitual Muebles e interior;309.37;2;Muebles e interior
movimiento servicio online Muebles e interior;213.60;2;Muebles e interior
ticket servicio online Muebles e interior;45.78;2;Muebles e interior
cargo proveedor habitual Muebles e interior;66.33;2;Muebles e interior
cargo proveedor habitual Muebles e interior;268.00;2;Muebles e interior
cargo comercio local Muebles e interior;252.16;2;Muebles e interior
factura proveedor habitual Muebles e interior;228.21;2;Muebles e interior
ticket servicio online Muebles e interior;208.42;2;Muebles e interior
pago tarjeta servicio online Muebles e interior;83.45;2;Muebles e interior
compra servicio online Muebles e interior;75.95;2;Muebles e interior
factura proveedor habitual Muebles e interior;155.40;2;Muebles e interior
compra proveedor habitual Muebles e interior;125.76;2;Muebles e interior
ticket servicio online Muebles e interior;144.05;2;Muebles e interior
factura proveedor habitual Muebles e interior;33.78;2;Muebles e interior
movimiento servicio online Muebles e interior;141.68;2;Muebles e interior
pago tarjeta servicio online Muebles e interior;250.22;2;Muebles e interior
ticket proveedor habitual Muebles e interior;56.44;2;Muebles e interior
compra servicio online Muebles e interior;121.86;2;Muebles e interior
ticket proveedor habitual Muebles e interior;324.29;2;Muebles e interior
movimiento proveedor habitual Muebles e interior;129.70;2;Muebles e interior
factura servicio online Muebles e interior;217.67;2;Muebles e interior
ticket proveedor habitual Muebles e interior;311.99;2;Muebles e interior
pago tarjeta servicio online Muebles e interior;94.69;2;Muebles e interior
cargo servicio online Muebles e interior;328.88;2;Muebles e interior
compra servicio online Muebles e interior;233.13;2;Muebles e interior
pago tarjeta servicio online Muebles e interior;105.51;2;Muebles e interior
movimiento proveedor habitual Muebles e interior;240.08;2;Muebles e interior
movimiento comercio local Muebles e interior;14.62;2;Muebles e interior
ticket comercio local Muebles e interior;109.53;2;Muebles e interior
cargo proveedor habitual Muebles e interior;79.31;2;Muebles e interior
compra servicio online Muebles e interior;41.37;2;Muebles e interior
movimiento comercio local Muebles e interior;116.75;2;Muebles e interior
cargo proveedor habitual Muebles e interior;329.55;2;Muebles e interior
compra servicio online Muebles e interior;312.88;2;Muebles e interior
compra proveedor habitual Muebles e interior;44.44;2;Muebles e interior
movimiento servicio online Muebles e interior;166.72;2;Muebles e interior
ticket servicio online Muebles e interior;325.79;2;Muebles e interior
movimiento proveedor habitual Ninos;53.99;2;Ninos
factura comercio local Ninos;82.35;2;Ninos
compra comercio local Ninos;135.48;2;Ninos
compra proveedor habitual Ninos;189.26;2;Ninos
ticket proveedor habitual Ninos;14.81;2;Ninos
cargo servicio online Ninos;110.57;2;Ninos
pago tarjeta comercio local Ninos;26.70;2;Ninos
pago tarjeta proveedor habitual Ninos;26.12;2;Ninos
factura comercio local Ninos;49.71;2;Ninos
cargo proveedor habitual Ninos;320.06;2;Ninos
factura servicio online Ninos;79.79;2;Ninos
factura comercio local Ninos;285.98;2;Ninos
cargo comercio local Ninos;174.82;2;Ninos
cargo proveedor habitual Ninos;159.82;2;Ninos
factura proveedor habitual Ninos;165.26;2;Ninos
ticket comercio local Ninos;200.25;2;Ninos
movimiento servicio online Ninos;242.07;2;Ninos
factura comercio local Ninos;166.80;2;Ninos
compra comercio local Ninos;57.75;2;Ninos
factura servicio online Ninos;29.45;2;Ninos
pago tarjeta proveedor habitual Ninos;30.43;2;Ninos
compra servicio online Ninos;76.04;2;Ninos
cargo servicio online Ninos;116.55;2;Ninos
movimiento proveedor habitual Ninos;178.94;2;Ninos
ticket proveedor habitual Ninos;342.53;2;Ninos
movimiento comercio local Ninos;255.70;2;Ninos
cargo proveedor habitual Ninos;308.82;2;Ninos
factura proveedor habitual Ninos;14.57;2;Ninos
movimiento servicio online Ninos;310.39;2;Ninos
pago tarjeta comercio local Ninos;322.59;2;Ninos
compra servicio online Ninos;173.81;2;Ninos
cargo comercio local Ninos;250.23;2;Ninos
pago tarjeta comercio local Ninos;313.05;2;Ninos
factura comercio local Ninos;181.50;2;Ninos
movimiento proveedor habitual Ninos;314.40;2;Ninos
ticket servicio online Ninos;136.13;2;Ninos
compra servicio online Ninos;303.48;2;Ninos
compra comercio local Ninos;57.13;2;Ninos
movimiento servicio online Ninos;23.55;2;Ninos
movimiento servicio online Ninos;74.36;2;Ninos
ticket comercio local Ninos;142.86;2;Ninos
pago tarjeta servicio online Ninos;264.20;2;Ninos
cargo servicio online Ninos;64.65;2;Ninos
ticket comercio local Ninos;132.66;2;Ninos
pago tarjeta proveedor habitual Ninos;236.99;2;Ninos
factura comercio local Ninos;136.29;2;Ninos
cargo proveedor habitual Ninos;38.14;2;Ninos
compra servicio online Ninos;216.40;2;Ninos
factura proveedor habitual Ninos;175.81;2;Ninos
cargo servicio online Ninos;150.76;2;Ninos
ticket servicio online Ninos;221.74;2;Ninos
ticket proveedor habitual Ninos;163.22;2;Ninos
factura comercio local Ninos;28.12;2;Ninos
compra servicio online Ninos;22.92;2;Ninos
factura comercio local Ninos;268.77;2;Ninos
factura proveedor habitual Ninos;81.28;2;Ninos
factura servicio online Ninos;165.04;2;Ninos
ticket proveedor habitual Ninos;183.22;2;Ninos
cargo servicio online Ninos;241.01;2;Ninos
compra proveedor habitual Ninos;191.52;2;Ninos
ingreso empresa Nomina;1682.61;1;Nomina
transferencia recibida empresa cliente Nomina;2078.89;1;Nomina
ingreso empresa Nomina;1584.40;1;Nomina
abono empresa cliente Nomina;2435.54;1;Nomina
cobro empresa Nomina;1213.87;1;Nomina
ingreso empresa Nomina;2596.20;1;Nomina
abono empresa Nomina;1353.49;1;Nomina
ingreso empresa Nomina;1699.65;1;Nomina
cobro empresa Nomina;2109.85;1;Nomina
abono empresa Nomina;1395.13;1;Nomina
ingreso empresa cliente Nomina;1253.09;1;Nomina
cobro empresa Nomina;1219.51;1;Nomina
cobro empresa cliente Nomina;1862.60;1;Nomina
transferencia recibida empresa cliente Nomina;1746.48;1;Nomina
cobro empresa Nomina;1484.68;1;Nomina
cobro empresa cliente Nomina;2586.62;1;Nomina
entrada empresa Nomina;1870.87;1;Nomina
transferencia recibida empresa Nomina;1384.22;1;Nomina
cobro empresa cliente Nomina;1245.60;1;Nomina
cobro empresa cliente Nomina;2555.78;1;Nomina
transferencia recibida empresa cliente Nomina;2091.51;1;Nomina
entrada empresa cliente Nomina;2052.07;1;Nomina
cobro empresa cliente Nomina;2443.72;1;Nomina
ingreso empresa Nomina;1861.42;1;Nomina
transferencia recibida empresa cliente Nomina;2115.91;1;Nomina
ingreso empresa cliente Nomina;2166.08;1;Nomina
transferencia recibida empresa cliente Nomina;1597.89;1;Nomina
entrada empresa cliente Nomina;1971.16;1;Nomina
ingreso empresa Nomina;1308.28;1;Nomina
abono empresa Nomina;2227.15;1;Nomina
cobro empresa Nomina;1461.96;1;Nomina
abono empresa Nomina;1620.59;1;Nomina
ingreso empresa cliente Nomina;1260.00;1;Nomina
cobro empresa cliente Nomina;1785.46;1;Nomina
transferencia recibida empresa cliente Nomina;2275.08;1;Nomina
ingreso empresa Nomina;2023.56;1;Nomina
cobro empresa Nomina;2563.56;1;Nomina
abono empresa cliente Nomina;1447.60;1;Nomina
cobro empresa Nomina;1359.11;1;Nomina
abono empresa cliente Nomina;1477.01;1;Nomina
cobro empresa cliente Nomina;1459.32;1;Nomina
cobro empresa Nomina;1830.29;1;Nomina
abono empresa Nomina;1588.20;1;Nomina
cobro empresa Nomina;1230.95;1;Nomina
cobro empresa cliente Nomina;1703.05;1;Nomina
entrada empresa Nomina;1342.84;1;Nomina
ingreso empresa Nomina;1818.97;1;Nomina
entrada empresa cliente Nomina;1496.57;1;Nomina
abono empresa cliente Nomina;1891.10;1;Nomina
transferencia recibida empresa Nomina;1555.66;1;Nomina
transferencia recibida empresa cliente Nomina;1898.26;1;Nomina
ingreso empresa Nomina;2200.83;1;Nomina
transferencia recibida empresa Nomina;2584.18;1;Nomina
cobro empresa Nomina;1408.87;1;Nomina
ingreso empresa cliente Nomina;1413.93;1;Nomina
cobro empresa Nomina;2162.79;1;Nomina
cobro empresa Nomina;1545.85;1;Nomina
ingreso empresa cliente Nomina;2441.32;1;Nomina
transferencia recibida empresa Nomina;1334.05;1;Nomina
ingreso empresa Nomina;1433.38;1;Nomina
cargo servicio online Ocio;7.53;2;Ocio
cargo servicio online Ocio;162.06;2;Ocio
factura comercio local Ocio;207.19;2;Ocio
ticket comercio local Ocio;18.16;2;Ocio
factura servicio online Ocio;160.38;2;Ocio
pago tarjeta servicio online Ocio;171.67;2;Ocio
pago tarjeta proveedor habitual Ocio;88.00;2;Ocio
compra servicio online Ocio;199.27;2;Ocio
factura servicio online Ocio;75.59;2;Ocio
movimiento servicio online Ocio;158.65;2;Ocio
cargo servicio online Ocio;258.39;2;Ocio
factura proveedor habitual Ocio;336.06;2;Ocio
pago tarjeta servicio online Ocio;119.04;2;Ocio
pago tarjeta proveedor habitual Ocio;214.22;2;Ocio
factura proveedor habitual Ocio;129.01;2;Ocio
cargo proveedor habitual Ocio;282.19;2;Ocio
compra servicio online Ocio;12.48;2;Ocio
compra comercio local Ocio;217.55;2;Ocio
compra servicio online Ocio;227.62;2;Ocio
factura proveedor habitual Ocio;292.93;2;Ocio
cargo servicio online Ocio;292.09;2;Ocio
movimiento servicio online Ocio;187.91;2;Ocio
factura proveedor habitual Ocio;303.57;2;Ocio
compra proveedor habitual Ocio;104.87;2;Ocio
cargo servicio online Ocio;82.34;2;Ocio
movimiento servicio online Ocio;136.27;2;Ocio
pago tarjeta comercio local Ocio;237.06;2;Ocio
compra comercio local Ocio;204.63;2;Ocio
movimiento proveedor habitual Ocio;200.48;2;Ocio
pago tarjeta servicio online Ocio;154.77;2;Ocio
movimiento comercio local Ocio;310.41;2;Ocio
cargo comercio local Ocio;191.80;2;Ocio
compra comercio local Ocio;31.21;2;Ocio
cargo servicio online Ocio;238.48;2;Ocio
ticket comercio local Ocio;300.47;2;Ocio
ticket proveedor habitual Ocio;202.97;2;Ocio
ticket comercio local Ocio;31.82;2;Ocio
pago tarjeta comercio local Ocio;51.84;2;Ocio
cargo comercio local Ocio;19.96;2;Ocio
compra comercio local Ocio;118.52;2;Ocio
compra comercio local Ocio;46.11;2;Ocio
ticket proveedor habitual Ocio;117.54;2;Ocio
movimiento proveedor habitual Ocio;309.36;2;Ocio
factura comercio local Ocio;287.99;2;Ocio
movimiento comercio local Ocio;29.06;2;Ocio
cargo proveedor habitual Ocio;304.54;2;Ocio
compra servicio online Ocio;90.98;2;Ocio
ticket comercio local Ocio;90.48;2;Ocio
cargo servicio online Ocio;285.02;2;Ocio
factura servicio online Ocio;164.04;2;Ocio
cargo proveedor habitual Ocio;221.04;2;Ocio
cargo proveedor habitual Ocio;229.86;2;Ocio
movimiento comercio local Ocio;118.26;2;Ocio
ticket comercio local Ocio;186.06;2;Ocio
ticket proveedor habitual Ocio;88.99;2;Ocio
cargo proveedor habitual Ocio;199.06;2;Ocio
movimiento servicio online Ocio;206.56;2;Ocio
factura comercio local Ocio;182.63;2;Ocio
factura servicio online Ocio;323.75;2;Ocio
compra servicio online Ocio;151.92;2;Ocio
cargo proveedor habitual Optica;74.75;2;Optica
factura proveedor habitual Optica;198.95;2;Optica
compra proveedor habitual Optica;312.26;2;Optica
factura proveedor habitual Optica;135.07;2;Optica
ticket proveedor habitual Optica;182.25;2;Optica
pago tarjeta servicio online Optica;140.94;2;Optica
compra comercio local Optica;62.57;2;Optica
ticket proveedor habitual Optica;130.53;2;Optica
movimiento proveedor habitual Optica;348.71;2;Optica
factura servicio online Optica;169.96;2;Optica
cargo servicio online Optica;43.64;2;Optica
compra proveedor habitual Optica;35.20;2;Optica
cargo proveedor habitual Optica;182.08;2;Optica
factura servicio online Optica;30.95;2;Optica
ticket comercio local Optica;167.01;2;Optica
factura comercio local Optica;42.26;2;Optica
pago tarjeta comercio local Optica;65.70;2;Optica
pago tarjeta servicio online Optica;226.63;2;Optica
movimiento servicio online Optica;165.26;2;Optica
movimiento servicio online Optica;136.96;2;Optica
compra servicio online Optica;303.77;2;Optica
compra proveedor habitual Optica;216.84;2;Optica
compra servicio online Optica;186.37;2;Optica
ticket comercio local Optica;114.71;2;Optica
compra servicio online Optica;139.41;2;Optica
movimiento comercio local Optica;298.30;2;Optica
cargo servicio online Optica;120.65;2;Optica
movimiento proveedor habitual Optica;82.25;2;Optica
movimiento comercio local Optica;212.21;2;Optica
pago tarjeta proveedor habitual Optica;145.69;2;Optica
cargo servicio online Optica;31.51;2;Optica
pago tarjeta servicio online Optica;27.42;2;Optica
pago tarjeta comercio local Optica;344.43;2;Optica
cargo comercio local Optica;336.76;2;Optica
movimiento proveedor habitual Optica;91.62;2;Optica
ticket proveedor habitual Optica;193.53;2;Optica
factura servicio online Optica;335.74;2;Optica
ticket servicio online Optica;261.92;2;Optica
movimiento servicio online Optica;14.83;2;Optica
compra proveedor habitual Optica;248.26;2;Optica
pago tarjeta servicio online Optica;159.89;2;Optica
compra servicio online Optica;32.85;2;Optica
pago tarjeta servicio online Optica;182.27;2;Optica
factura proveedor habitual Optica;98.84;2;Optica
cargo proveedor habitual Optica;199.66;2;Optica
factura comercio local Optica;78.98;2;Optica
factura comercio local Optica;50.96;2;Optica
compra proveedor habitual Optica;80.77;2;Optica
factura servicio online Optica;59.68;2;Optica
factura proveedor habitual Optica;263.26;2;Optica
factura comercio local Optica;149.83;2;Optica
movimiento proveedor habitual Optica;272.48;2;Optica
pago tarjeta comercio local Optica;218.22;2;Optica
ticket proveedor habitual Optica;136.82;2;Optica
pago tarjeta comercio local Optica;265.62;2;Optica
movimiento proveedor habitual Optica;16.43;2;Optica
factura proveedor habitual Optica;99.98;2;Optica
ticket comercio local Optica;111.19;2;Optica
factura comercio local Optica;64.44;2;Optica
compra proveedor habitual Optica;340.74;2;Optica
ticket proveedor habitual Otros;158.76;2;Otros
compra comercio local Otros;5.84;2;Otros
ticket proveedor habitual Otros;51.68;2;Otros
cargo proveedor habitual Otros;262.65;2;Otros
compra servicio online Otros;92.41;2;Otros
factura comercio local Otros;120.47;2;Otros
pago tarjeta comercio local Otros;147.98;2;Otros
ticket comercio local Otros;322.54;2;Otros
compra comercio local Otros;173.86;2;Otros
pago tarjeta proveedor habitual Otros;79.81;2;Otros
pago tarjeta proveedor habitual Otros;292.94;2;Otros
movimiento proveedor habitual Otros;27.64;2;Otros
pago tarjeta comercio local Otros;135.61;2;Otros
compra comercio local Otros;116.02;2;Otros
factura servicio online Otros;126.18;2;Otros
pago tarjeta comercio local Otros;135.77;2;Otros
factura comercio local Otros;312.26;2;Otros
cargo proveedor habitual Otros;240.76;2;Otros
movimiento proveedor habitual Otros;120.00;2;Otros
pago tarjeta servicio online Otros;40.57;2;Otros
factura comercio local Otros;320.09;2;Otros
compra proveedor habitual Otros;121.02;2;Otros
ticket comercio local Otros;275.07;2;Otros
factura comercio local Otros;94.52;2;Otros
factura servicio online Otros;165.36;2;Otros
movimiento comercio local Otros;150.33;2;Otros
cargo servicio online Otros;162.64;2;Otros
pago tarjeta proveedor habitual Otros;53.50;2;Otros
pago tarjeta proveedor habitual Otros;263.71;2;Otros
compra servicio online Otros;295.56;2;Otros
factura comercio local Otros;258.96;2;Otros
ticket proveedor habitual Otros;166.19;2;Otros
pago tarjeta comercio local Otros;93.99;2;Otros
pago tarjeta servicio online Otros;250.45;2;Otros
compra servicio online Otros;54.90;2;Otros
ticket comercio local Otros;266.46;2;Otros
cargo comercio local Otros;240.60;2;Otros
cargo servicio online Otros;81.81;2;Otros
ticket comercio local Otros;243.01;2;Otros
pago tarjeta servicio online Otros;309.60;2;Otros
movimiento comercio local Otros;112.48;2;Otros
factura proveedor habitual Otros;248.13;2;Otros
movimiento proveedor habitual Otros;74.75;2;Otros
ticket proveedor habitual Otros;181.45;2;Otros
cargo servicio online Otros;320.06;2;Otros
factura proveedor habitual Otros;40.40;2;Otros
cargo servicio online Otros;156.48;2;Otros
compra servicio online Otros;7.46;2;Otros
movimiento servicio online Otros;16.48;2;Otros
factura servicio online Otros;73.99;2;Otros
factura servicio online Otros;134.41;2;Otros
movimiento comercio local Otros;317.52;2;Otros
movimiento comercio local Otros;241.53;2;Otros
cargo servicio online Otros;106.28;2;Otros
movimiento servicio online Otros;146.64;2;Otros
factura comercio local Otros;276.13;2;Otros
compra servicio online Otros;267.94;2;Otros
pago tarjeta proveedor habitual Otros;252.94;2;Otros
factura servicio online Otros;173.11;2;Otros
pago tarjeta comercio local Otros;229.14;2;Otros
ingreso proveedor habitual Otros ingresos;463.08;1;Otros ingresos
ingreso proveedor habitual Otros ingresos;188.86;1;Otros ingresos
entrada servicio online Otros ingresos;175.21;1;Otros ingresos
ingreso comercio local Otros ingresos;716.94;1;Otros ingresos
transferencia recibida proveedor habitual Otros ingresos;421.97;1;Otros ingresos
cobro comercio local Otros ingresos;80.72;1;Otros ingresos
entrada comercio local Otros ingresos;667.64;1;Otros ingresos
entrada servicio online Otros ingresos;254.31;1;Otros ingresos
abono servicio online Otros ingresos;484.56;1;Otros ingresos
entrada servicio online Otros ingresos;878.69;1;Otros ingresos
entrada servicio online Otros ingresos;48.97;1;Otros ingresos
entrada proveedor habitual Otros ingresos;627.79;1;Otros ingresos
ingreso comercio local Otros ingresos;195.81;1;Otros ingresos
abono servicio online Otros ingresos;350.66;1;Otros ingresos
ingreso comercio local Otros ingresos;649.45;1;Otros ingresos
ingreso servicio online Otros ingresos;836.58;1;Otros ingresos
abono proveedor habitual Otros ingresos;376.06;1;Otros ingresos
entrada comercio local Otros ingresos;567.97;1;Otros ingresos
transferencia recibida proveedor habitual Otros ingresos;855.39;1;Otros ingresos
entrada proveedor habitual Otros ingresos;811.01;1;Otros ingresos
entrada servicio online Otros ingresos;242.61;1;Otros ingresos
entrada proveedor habitual Otros ingresos;192.65;1;Otros ingresos
transferencia recibida proveedor habitual Otros ingresos;491.60;1;Otros ingresos
transferencia recibida comercio local Otros ingresos;632.29;1;Otros ingresos
cobro proveedor habitual Otros ingresos;166.22;1;Otros ingresos
transferencia recibida proveedor habitual Otros ingresos;489.73;1;Otros ingresos
abono servicio online Otros ingresos;814.11;1;Otros ingresos
abono comercio local Otros ingresos;231.51;1;Otros ingresos
cobro proveedor habitual Otros ingresos;78.03;1;Otros ingresos
cobro comercio local Otros ingresos;855.26;1;Otros ingresos
abono servicio online Otros ingresos;780.86;1;Otros ingresos
entrada comercio local Otros ingresos;513.45;1;Otros ingresos
ingreso servicio online Otros ingresos;716.06;1;Otros ingresos
ingreso comercio local Otros ingresos;63.73;1;Otros ingresos
abono proveedor habitual Otros ingresos;426.44;1;Otros ingresos
abono servicio online Otros ingresos;229.73;1;Otros ingresos
abono proveedor habitual Otros ingresos;411.43;1;Otros ingresos
abono proveedor habitual Otros ingresos;75.57;1;Otros ingresos
ingreso servicio online Otros ingresos;386.55;1;Otros ingresos
entrada proveedor habitual Otros ingresos;57.39;1;Otros ingresos
transferencia recibida comercio local Otros ingresos;203.05;1;Otros ingresos
cobro servicio online Otros ingresos;868.63;1;Otros ingresos
cobro proveedor habitual Otros ingresos;76.57;1;Otros ingresos
entrada servicio online Otros ingresos;372.69;1;Otros ingresos
cobro servicio online Otros ingresos;135.47;1;Otros ingresos
ingreso proveedor habitual Otros ingresos;671.04;1;Otros ingresos
abono proveedor habitual Otros ingresos;892.62;1;Otros ingresos
ingreso servicio online Otros ingresos;498.34;1;Otros ingresos
entrada proveedor habitual Otros ingresos;842.61;1;Otros ingresos
cobro servicio online Otros ingresos;623.60;1;Otros ingresos
entrada proveedor habitual Otros ingresos;437.41;1;Otros ingresos
cobro proveedor habitual Otros ingresos;366.58;1;Otros ingresos
abono servicio online Otros ingresos;780.56;1;Otros ingresos
entrada comercio local Otros ingresos;352.02;1;Otros ingresos
entrada comercio local Otros ingresos;313.13;1;Otros ingresos
cobro proveedor habitual Otros ingresos;796.42;1;Otros ingresos
abono servicio online Otros ingresos;697.47;1;Otros ingresos
abono servicio online Otros ingresos;563.45;1;Otros ingresos
cobro comercio local Otros ingresos;747.46;1;Otros ingresos
abono comercio local Otros ingresos;121.70;1;Otros ingresos
cobro tesoreria Pension;1228.42;1;Pension
cobro tesoreria Pension;958.39;1;Pension
entrada seguridad social Pension;1093.81;1;Pension
transferencia recibida seguridad social Pension;1562.36;1;Pension
entrada seguridad social Pension;1044.89;1;Pension
transferencia recibida tesoreria Pension;1019.69;1;Pension
transferencia recibida tesoreria Pension;1540.72;1;Pension
abono tesoreria Pension;773.91;1;Pension
ingreso seguridad social Pension;1501.25;1;Pension
abono seguridad social Pension;1170.00;1;Pension
entrada seguridad social Pension;1282.10;1;Pension
transferencia recibida seguridad social Pension;838.92;1;Pension
entrada tesoreria Pension;1154.76;1;Pension
transferencia recibida seguridad social Pension;1455.89;1;Pension
entrada tesoreria Pension;812.58;1;Pension
ingreso tesoreria Pension;1192.50;1;Pension
transferencia recibida seguridad social Pension;1794.86;1;Pension
entrada tesoreria Pension;1012.83;1;Pension
ingreso seguridad social Pension;1597.80;1;Pension
abono seguridad social Pension;1104.89;1;Pension
cobro seguridad social Pension;1580.85;1;Pension
ingreso tesoreria Pension;1639.36;1;Pension
transferencia recibida tesoreria Pension;798.77;1;Pension
entrada tesoreria Pension;1576.76;1;Pension
cobro tesoreria Pension;1633.05;1;Pension
abono seguridad social Pension;1267.09;1;Pension
abono seguridad social Pension;1329.77;1;Pension
abono tesoreria Pension;993.82;1;Pension
cobro tesoreria Pension;1631.51;1;Pension
transferencia recibida seguridad social Pension;1599.33;1;Pension
ingreso seguridad social Pension;1342.83;1;Pension
ingreso tesoreria Pension;987.17;1;Pension
transferencia recibida tesoreria Pension;1482.95;1;Pension
ingreso seguridad social Pension;1300.73;1;Pension
abono seguridad social Pension;1761.72;1;Pension
entrada seguridad social Pension;721.10;1;Pension
ingreso tesoreria Pension;1219.03;1;Pension
ingreso tesoreria Pension;1241.25;1;Pension
cobro seguridad social Pension;1423.21;1;Pension
abono tesoreria Pension;1439.36;1;Pension
ingreso tesoreria Pension;1342.38;1;Pension
transferencia recibida tesoreria Pension;767.64;1;Pension
abono seguridad social Pension;986.86;1;Pension
entrada seguridad social Pension;1550.59;1;Pension
entrada tesoreria Pension;1736.57;1;Pension
ingreso tesoreria Pension;1066.78;1;Pension
entrada tesoreria Pension;923.80;1;Pension
cobro tesoreria Pension;1415.71;1;Pension
abono seguridad social Pension;1681.66;1;Pension
ingreso tesoreria Pension;1541.82;1;Pension
transferencia recibida tesoreria Pension;1000.06;1;Pension
entrada seguridad social Pension;1663.30;1;Pension
